,id,zipcode,city,price_min,price_mean,price_max,$/ft2_living_mean,profit_max,profit_min
60,40000471,98168,Seattle,170000.0,170000.0,170000.0,113.33333333333333,0,0
61,40000553,98168,Seattle,250000.0,250000.0,250000.0,178.57142857142858,0,0
65,42000006,98168,Seattle,235000.0,235000.0,235000.0,156.66666666666666,0,0
66,42000065,98188,Seattle,355000.0,355000.0,355000.0,244.82758620689654,0,0
67,42000127,98168,Seattle,406500.0,406500.0,406500.0,206.3451776649746,0,0
68,42000130,98168,Seattle,600000.0,600000.0,600000.0,135.13513513513513,0,0
69,42000245,98188,Seattle,171000.0,171000.0,171000.0,112.5,0,0
70,46100204,98040,Mercer Island,1505000.0,1505000.0,1505000.0,456.06060606060606,0,0
63,40001065,98168,Seattle,250000.0,250000.0,250000.0,225.22522522522522,0,0
71,46100350,98040,Mercer Island,1730000.0,1730000.0,1730000.0,346.0,0,0
73,49000051,98146,Seattle,350000.0,350000.0,350000.0,244.75524475524475,0,0
74,49500090,98059,Renton,372000.0,372000.0,372000.0,208.98876404494382,0,0
75,50300090,98042,Kent,398950.0,398950.0,398950.0,132.98333333333332,0,0
76,50300220,98042,Kent,363000.0,363000.0,363000.0,166.5137614678899,0,0
77,52000067,98109,Seattle,495000.0,495000.0,495000.0,300.0,0,0
78,53500020,98042,Kent,248000.0,248000.0,248000.0,132.62032085561498,0,0
79,53500450,98042,Kent,311850.0,311850.0,311850.0,165.0,0,0
72,46100504,98040,Mercer Island,2027000.0,2027000.0,2027000.0,494.390243902439,0,0
62,40000669,98168,Seattle,499950.0,499950.0,499950.0,171.8041237113402,0,0
24,11501310,98052,Redmond,715000.0,715000.0,715000.0,233.66013071895424,0,0
649,293850040,98059,Renton,495500.0,495500.0,495500.0,155.32915360501568,0,0
23,11501160,98052,Redmond,837700.0,837700.0,837700.0,278.30564784053155,0,0
81,56000095,98116,Seattle,805000.0,805000.0,805000.0,309.61538461538464,0,0
86,65000085,98126,Seattle,430000.0,430000.0,430000.0,277.4193548387097,0,0
87,65000210,98126,Seattle,471000.0,471000.0,471000.0,379.83870967741933,0,0
88,65000260,98126,Seattle,830000.0,830000.0,830000.0,246.2908011869436,0,0
89,65000400,98136,Seattle,570000.0,570000.0,570000.0,382.5503355704698,0,0
90,66000070,98126,Seattle,315000.0,315000.0,315000.0,500.0,0,0
101,88000591,98055,Renton,212000.0,212000.0,212000.0,212.0,0,0
91,66000140,98126,Seattle,398000.0,398000.0,398000.0,268.9189189189189,0,0
85,59500050,98032,Kent,324900.0,324900.0,324900.0,161.6417910447761,0,0
93,84000105,98146,Seattle,255000.0,255000.0,255000.0,123.7864077669903,0,0
95,84000335,98146,Seattle,225000.0,225000.0,225000.0,132.35294117647058,0,0
96,87000006,98055,Renton,275000.0,275000.0,275000.0,163.6904761904762,0,0
97,87000213,98055,Renton,129000.0,129000.0,129000.0,112.17391304347827,0,0
98,87000245,98055,Renton,170000.0,170000.0,170000.0,163.46153846153845,0,0
99,87000283,98055,Renton,359950.0,359950.0,359950.0,181.7929292929293,0,0
92,66000265,98126,Seattle,370000.0,370000.0,370000.0,451.219512195122,0,0
121,98030530,98075,Sammamish,745000.0,745000.0,745000.0,213.46704871060172,0,0
94,84000245,98146,Seattle,190000.0,190000.0,190000.0,172.72727272727272,0,0
122,98030630,98075,Sammamish,852500.0,852500.0,852500.0,222.58485639686685,0,0
84,59000445,98116,Seattle,590000.0,590000.0,590000.0,263.39285714285717,0,0
102,88000790,98055,Renton,252000.0,252000.0,252000.0,215.3846153846154,0,0
106,98000560,98075,Sammamish,959900.0,959900.0,959900.0,270.3943661971831,0,0
107,98000740,98075,Sammamish,945000.0,945000.0,945000.0,215.75342465753425,0,0
108,98000960,98075,Sammamish,1050000.0,1050000.0,1050000.0,238.63636363636363,0,0
109,98001070,98075,Sammamish,1169000.0,1169000.0,1169000.0,253.57917570498915,0,0
110,98020140,98075,Sammamish,765000.0,765000.0,765000.0,254.15282392026577,0,0
103,91000135,98103,Seattle,750000.0,750000.0,750000.0,364.07766990291265,0,0
111,98020220,98075,Sammamish,750000.0,750000.0,750000.0,233.6448598130841,0,0
100,88000173,98055,Renton,333000.0,333000.0,333000.0,121.0909090909091,0,0
113,98020310,98075,Sammamish,730000.0,730000.0,730000.0,226.0061919504644,0,0
115,98020410,98075,Sammamish,802500.0,802500.0,802500.0,241.71686746987953,0,0
116,98020480,98075,Sammamish,885000.0,885000.0,885000.0,216.38141809290954,0,0
117,98020630,98075,Sammamish,889000.0,889000.0,889000.0,218.42751842751844,0,0
118,98030140,98075,Sammamish,785500.0,785500.0,785500.0,239.48170731707316,0,0
119,98030160,98075,Sammamish,797000.0,797000.0,797000.0,227.71428571428572,0,0
112,98020300,98075,Sammamish,759000.0,759000.0,759000.0,217.4785100286533,0,0
120,98030400,98075,Sammamish,790000.0,790000.0,790000.0,221.91011235955057,0,0
114,98020350,98075,Sammamish,720000.0,720000.0,720000.0,225.0,0,0
123,98030660,98075,Sammamish,815000.0,815000.0,815000.0,210.05154639175257,0,0
145,104550520,98023,Federal Way,270000.0,270000.0,270000.0,154.28571428571428,0,0
146,104550540,98023,Federal Way,259950.0,259950.0,259950.0,161.45962732919256,0,0
127,100300530,98059,Renton,330000.0,330000.0,330000.0,217.10526315789474,0,0
128,100500020,98003,Federal Way,250000.0,250000.0,250000.0,155.27950310559007,0,0
129,100600320,98023,Federal Way,213950.0,213950.0,213950.0,149.6153846153846,0,0
130,100600550,98023,Federal Way,226500.0,226500.0,226500.0,174.23076923076923,0,0
131,100600860,98023,Federal Way,237500.0,237500.0,237500.0,226.1904761904762,0,0
132,103000116,98115,Seattle,645000.0,645000.0,645000.0,311.59420289855075,0,0
133,103400160,98003,Federal Way,263000.0,263000.0,263000.0,165.40880503144655,0,0
126,100300500,98059,Renton,333000.0,333000.0,333000.0,219.07894736842104,0,0
134,104500730,98023,Federal Way,115000.0,115000.0,115000.0,106.48148148148148,0,0
136,104510180,98023,Federal Way,230000.0,230000.0,230000.0,153.33333333333334,0,0
137,104510230,98023,Federal Way,252000.0,252000.0,252000.0,163.63636363636363,0,0
138,104510340,98023,Federal Way,276200.0,276200.0,276200.0,186.6216216216216,0,0
139,104510440,98023,Federal Way,219950.0,219950.0,219950.0,146.63333333333333,0,0
140,104530110,98023,Federal Way,268000.0,268000.0,268000.0,144.86486486486487,0,0
83,59000250,98116,Seattle,720000.0,720000.0,720000.0,330.27522935779814,0,0
82,59000201,98116,Seattle,611206.0,611206.0,611206.0,315.0546391752577,0,0
135,104501040,98023,Federal Way,249900.0,249900.0,249900.0,166.6,0,0
125,100300280,98059,Renton,355000.0,355000.0,355000.0,248.25174825174824,0,0
124,100100050,98155,Seattle,275000.0,275000.0,275000.0,208.33333333333334,0,0
141,104530240,98023,Federal Way,225000.0,225000.0,225000.0,170.45454545454547,0,0
147,104550580,98023,Federal Way,260000.0,260000.0,260000.0,130.6532663316583,0,0
148,104550660,98023,Federal Way,275000.0,275000.0,275000.0,147.05882352941177,0,0
149,104550690,98023,Federal Way,282000.0,282000.0,282000.0,117.99163179916317,0,0
150,104550740,98023,Federal Way,299000.0,299000.0,299000.0,122.04081632653062,0,0
151,104550750,98023,Federal Way,241000.0,241000.0,241000.0,158.55263157894737,0,0
144,104540840,98023,Federal Way,240000.0,240000.0,240000.0,164.3835616438356,0,0
152,104560010,98023,Federal Way,278500.0,278500.0,278500.0,143.55670103092783,0,0
154,104560280,98023,Federal Way,273000.0,273000.0,273000.0,137.1859296482412,0,0
155,104560540,98023,Federal Way,310000.0,310000.0,310000.0,130.8016877637131,0,0
156,106000015,98117,Seattle,435000.0,435000.0,435000.0,332.0610687022901,0,0
157,106000044,98177,Seattle,399950.0,399950.0,399950.0,272.0748299319728,0,0
158,106000320,98177,Seattle,401000.0,401000.0,401000.0,477.3809523809524,0,0
159,106000395,98177,Seattle,405000.0,405000.0,405000.0,287.2340425531915,0,0
160,108000127,98177,Seattle,456500.0,456500.0,456500.0,228.25,0,0
153,104560120,98023,Federal Way,304400.0,304400.0,304400.0,142.2429906542056,0,0
143,104540820,98023,Federal Way,221000.0,221000.0,221000.0,154.54545454545453,0,0
142,104530490,98023,Federal Way,248000.0,248000.0,248000.0,134.05405405405406,0,0
80,53500760,98042,Kent,287000.0,287000.0,287000.0,107.89473684210526,0,0
162,109200140,98023,Federal Way,299000.0,299000.0,299000.0,130.0,0,0
164,109200730,98023,Federal Way,218000.0,218000.0,218000.0,117.83783783783784,0,0
267,148000375,98116,Seattle,945000.0,945000.0,945000.0,372.0472440944882,0,0
167,110000040,98032,Kent,278000.0,278000.0,278000.0,152.74725274725276,0,0
168,111000190,98168,Seattle,146000.0,146000.0,146000.0,187.17948717948718,0,0
169,112900020,98019,Duvall,300000.0,300000.0,300000.0,180.72289156626505,0,0
170,112900110,98019,Duvall,345000.0,345000.0,345000.0,212.96296296296296,0,0
171,114100131,98028,Kenmore,559950.0,559950.0,559950.0,228.55102040816325,0,0
172,114100155,98028,Kenmore,355000.0,355000.0,355000.0,266.9172932330827,0,0
173,114100234,98028,Kenmore,402500.0,402500.0,402500.0,186.34259259259258,0,0
166,109210460,98023,Federal Way,270000.0,270000.0,270000.0,115.87982832618026,0,0
174,114100297,98028,Kenmore,400000.0,400000.0,400000.0,256.4102564102564,0,0
176,114100314,98028,Kenmore,285000.0,285000.0,285000.0,192.56756756756758,0,0
177,114100354,98028,Kenmore,249000.0,249000.0,249000.0,228.44036697247705,0,0
178,114100745,98028,Kenmore,475000.0,475000.0,475000.0,136.88760806916426,0,0
179,114100758,98028,Kenmore,420000.0,420000.0,420000.0,437.5,0,0
180,114100763,98028,Kenmore,230000.0,230000.0,230000.0,221.15384615384616,0,0
181,114100791,98028,Kenmore,250000.0,250000.0,250000.0,213.67521367521368,0,0
202,122069107,98038,Maple Valley,427500.0,427500.0,427500.0,225.0,0,0
175,114100304,98028,Kenmore,515000.0,515000.0,515000.0,183.92857142857142,0,0
163,109200390,98023,Federal Way,250000.0,250000.0,250000.0,168.9189189189189,0,0
165,109210280,98023,Federal Way,220000.0,220000.0,220000.0,112.82051282051282,0,0
183,114101161,98028,Kenmore,480000.0,480000.0,480000.0,228.57142857142858,0,0
188,114101540,98028,Kenmore,415000.0,415000.0,415000.0,205.44554455445544,0,0
189,114700150,98023,Federal Way,236000.0,236000.0,236000.0,151.28205128205127,0,0
190,117000001,98116,Seattle,540000.0,540000.0,540000.0,275.51020408163265,0,0
191,117000003,98116,Seattle,595000.0,595000.0,595000.0,309.8958333333333,0,0
192,117000100,98116,Seattle,680000.0,680000.0,680000.0,409.6385542168675,0,0
185,114101500,98028,Kenmore,325000.0,325000.0,325000.0,237.22627737226279,0,0
193,121029034,98070,Vashon,549000.0,549000.0,549000.0,269.91150442477874,0,0
182,114101055,98028,Kenmore,383000.0,383000.0,383000.0,222.67441860465115,0,0
195,121039042,98023,Federal Way,425000.0,425000.0,425000.0,117.72853185595568,0,0
197,121039156,98023,Federal Way,249000.0,249000.0,249000.0,241.74757281553397,0,0
198,121059007,98042,Kent,210000.0,210000.0,210000.0,175.0,0,0
199,121059038,98042,Kent,397900.0,397900.0,397900.0,159.16,0,0
200,121059147,98042,Kent,392000.0,392000.0,392000.0,170.43478260869566,0,0
201,122029066,98070,Vashon,490000.0,490000.0,490000.0,242.5742574257426,0,0
194,121039038,98023,Federal Way,169000.0,169000.0,169000.0,114.96598639455782,0,0
184,114101426,98028,Kenmore,375000.0,375000.0,375000.0,323.2758620689655,0,0
196,121039083,98023,Federal Way,629000.0,629000.0,629000.0,430.82191780821915,0,0
203,123000110,98107,Seattle,520000.0,520000.0,520000.0,571.4285714285714,0,0
205,123039147,98146,Seattle,464950.0,464950.0,464950.0,212.30593607305937,0,0
227,125039021,98117,Seattle,575000.0,575000.0,575000.0,467.479674796748,0,0
208,123039279,98106,Seattle,165000.0,165000.0,165000.0,257.8125,0,0
209,123039313,98126,Seattle,425000.0,425000.0,425000.0,221.35416666666666,0,0
210,123039333,98106,Seattle,240000.0,240000.0,240000.0,125.6544502617801,0,0
211,123039336,98106,Seattle,244900.0,244900.0,244900.0,395.0,0,0
212,123039346,98146,Seattle,335000.0,335000.0,335000.0,265.87301587301585,0,0
213,123039364,98106,Seattle,300000.0,300000.0,300000.0,309.2783505154639,0,0
214,123039376,98146,Seattle,535000.0,535000.0,535000.0,226.6949152542373,0,0
207,123039207,98106,Seattle,283000.0,283000.0,283000.0,134.76190476190476,0,0
215,123039420,98146,Seattle,309000.0,309000.0,309000.0,237.69230769230768,0,0
217,123039570,98146,Seattle,485000.0,485000.0,485000.0,255.26315789473685,0,0
218,123039604,98106,Seattle,102500.0,102500.0,102500.0,125.0,0,0
219,123039626,98146,Seattle,295000.0,295000.0,295000.0,221.8045112781955,0,0
220,123039633,98126,Seattle,359950.0,359950.0,359950.0,229.2675159235669,0,0
221,123039642,98146,Seattle,540000.0,540000.0,540000.0,274.11167512690355,0,0
222,123059042,98059,Renton,530000.0,530000.0,530000.0,242.00913242009133,0,0
204,123039128,98106,Seattle,325000.0,325000.0,325000.0,232.14285714285714,0,0
216,123039424,98146,Seattle,303000.0,303000.0,303000.0,312.37113402061857,0,0
206,123039176,98146,Seattle,399888.0,399888.0,399888.0,168.72911392405064,0,0
223,123059046,98059,Renton,471000.0,471000.0,471000.0,138.12316715542522,0,0
224,123059127,98059,Renton,625000.0,625000.0,625000.0,228.93772893772893,0,0
228,125039025,98117,Seattle,530000.0,530000.0,530000.0,341.93548387096774,0,0
229,125059138,98052,Redmond,510000.0,510000.0,510000.0,154.54545454545453,0,0
230,125059178,98052,Redmond,510000.0,510000.0,510000.0,154.54545454545453,0,0
231,125059179,98052,Redmond,510000.0,510000.0,510000.0,154.54545454545453,0,0
232,126039213,98177,Seattle,365500.0,365500.0,365500.0,320.6140350877193,0,0
233,126039252,98177,Seattle,415000.0,415000.0,415000.0,225.54347826086956,0,0
226,124069032,98075,Sammamish,600000.0,600000.0,600000.0,359.2814371257485,0,0
234,126039256,98177,Seattle,434900.0,434900.0,434900.0,286.11842105263156,0,0
236,126039323,98177,Seattle,417500.0,417500.0,417500.0,202.66990291262135,0,0
237,126039394,98177,Seattle,525000.0,525000.0,525000.0,228.2608695652174,0,0
238,126039413,98177,Seattle,469000.0,469000.0,469000.0,174.34944237918216,0,0
239,126039467,98177,Seattle,700000.0,700000.0,700000.0,230.26315789473685,0,0
240,126039599,98177,Seattle,475000.0,475000.0,475000.0,263.8888888888889,0,0
241,126049100,98028,Kenmore,398000.0,398000.0,398000.0,217.4863387978142,0,0
242,126049167,98028,Kenmore,380000.0,380000.0,380000.0,176.74418604651163,0,0
235,126039305,98177,Seattle,345000.0,345000.0,345000.0,638.8888888888889,0,0
225,124000160,98107,Seattle,563000.0,563000.0,563000.0,399.290780141844,0,0
187,114101516,98028,Kenmore,310000.0,310000.0,310000.0,216.78321678321677,0,0
186,114101505,98028,Kenmore,630000.0,630000.0,630000.0,155.17241379310346,0,0
243,126049169,98028,Kenmore,450000.0,450000.0,450000.0,292.2077922077922,0,0
244,126049217,98028,Kenmore,400000.0,400000.0,400000.0,261.437908496732,0,0
249,126059021,98072,Woodinville,200000.0,200000.0,200000.0,196.07843137254903,0,0
250,126059097,98072,Woodinville,775000.0,775000.0,775000.0,288.10408921933083,0,0
251,126059225,98077,Not found,525000.0,525000.0,525000.0,228.2608695652174,0,0
252,126059242,98072,Woodinville,550000.0,550000.0,550000.0,292.5531914893617,0,0
253,126059310,98072,Woodinville,1000000.0,1000000.0,1000000.0,328.94736842105266,0,0
264,142000175,98116,Seattle,625000.0,625000.0,625000.0,279.01785714285717,0,0
254,127100005,98133,Seattle,377000.0,377000.0,377000.0,209.44444444444446,0,0
248,126059019,98072,Woodinville,799000.0,799000.0,799000.0,252.0504731861199,0,0
256,130000175,98115,Seattle,655000.0,655000.0,655000.0,207.27848101265823,0,0
258,133000127,98168,Seattle,265000.0,265000.0,265000.0,163.58024691358025,0,0
259,133000135,98168,Seattle,290000.0,290000.0,290000.0,145.7286432160804,0,0
260,133000271,98168,Seattle,355000.0,355000.0,355000.0,139.76377952755905,0,0
261,136000220,98116,Seattle,593000.0,593000.0,593000.0,296.5,0,0
262,139000185,98116,Seattle,800000.0,800000.0,800000.0,380.95238095238096,0,0
255,128500260,98001,Auburn,262000.0,262000.0,262000.0,129.7029702970297,0,0
284,170000060,98107,Seattle,1200000.0,1200000.0,1200000.0,307.6923076923077,0,0
257,133000070,98168,Seattle,179900.0,179900.0,179900.0,264.55882352941177,0,0
247,126059018,98072,Woodinville,395000.0,395000.0,395000.0,221.91011235955057,0,0
263,142000165,98116,Seattle,749950.0,749950.0,749950.0,288.4423076923077,0,0
265,148000035,98116,Seattle,544000.0,544000.0,544000.0,303.9106145251397,0,0
268,148000440,98116,Seattle,313300.0,313300.0,313300.0,322.9896907216495,0,0
269,148000450,98116,Seattle,399000.0,399000.0,399000.0,424.468085106383,0,0
270,148000590,98116,Seattle,725000.0,725000.0,725000.0,297.1311475409836,0,0
271,148000680,98116,Seattle,530000.0,530000.0,530000.0,319.27710843373495,0,0
272,148000705,98116,Seattle,900000.0,900000.0,900000.0,293.15960912052117,0,0
273,151000075,98116,Seattle,856000.0,856000.0,856000.0,396.2962962962963,0,0
266,148000072,98116,Seattle,600000.0,600000.0,600000.0,327.8688524590164,0,0
274,161000120,98144,Seattle,650000.0,650000.0,650000.0,228.0701754385965,0,0
276,162500030,98133,Seattle,324000.0,324000.0,324000.0,279.3103448275862,0,0
277,163000010,98042,Kent,330000.0,330000.0,330000.0,156.76959619952495,0,0
278,164000174,98133,Seattle,300000.0,300000.0,300000.0,297.029702970297,0,0
279,164000237,98133,Seattle,495000.0,495000.0,495000.0,231.30841121495328,0,0
280,164000261,98133,Seattle,700000.0,700000.0,700000.0,251.79856115107913,0,0
281,164000267,98133,Seattle,311300.0,311300.0,311300.0,311.3,0,0
282,164000271,98133,Seattle,340000.0,340000.0,340000.0,346.9387755102041,0,0
275,162500015,98133,Seattle,362500.0,362500.0,362500.0,155.57939914163092,0,0
283,164000361,98133,Seattle,799000.0,799000.0,799000.0,441.43646408839777,0,0
285,170000215,98107,Seattle,752500.0,752500.0,752500.0,276.65441176470586,0,0
105,97600140,98006,Bellevue,800000.0,800000.0,800000.0,273.03754266211604,0,0
286,173000025,98133,Seattle,316000.0,316000.0,316000.0,279.646017699115,0,0
309,191100665,98040,Mercer Island,630000.0,630000.0,630000.0,600.0,0,0
290,179000240,98178,Seattle,290500.0,290500.0,290500.0,172.91666666666666,0,0
291,179000350,98178,Seattle,194000.0,194000.0,194000.0,192.07920792079207,0,0
292,179000505,98178,Seattle,257000.0,257000.0,257000.0,142.77777777777777,0,0
293,179001046,98178,Seattle,229000.0,229000.0,229000.0,192.43697478991598,0,0
294,179001101,98178,Seattle,135000.0,135000.0,135000.0,160.71428571428572,0,0
295,179001425,98178,Seattle,230000.0,230000.0,230000.0,161.9718309859155,0,0
296,179001455,98178,Seattle,445000.0,445000.0,445000.0,128.9855072463768,0,0
289,179000100,98168,Seattle,174000.0,174000.0,174000.0,290.0,0,0
297,179003055,98178,Seattle,210000.0,210000.0,210000.0,175.0,0,0
299,185000118,98178,Seattle,212000.0,212000.0,212000.0,112.76595744680851,0,0
300,185000161,98178,Seattle,261000.0,261000.0,261000.0,146.62921348314606,0,0
301,191100045,98040,Mercer Island,940000.0,940000.0,940000.0,377.5100401606426,0,0
302,191100140,98040,Mercer Island,1060000.0,1060000.0,1060000.0,471.1111111111111,0,0
303,191100235,98040,Mercer Island,1298000.0,1298000.0,1298000.0,465.23297491039426,0,0
246,126059005,98072,Woodinville,547000.0,547000.0,547000.0,248.63636363636363,0,0
245,126049231,98028,Kenmore,445000.0,445000.0,445000.0,225.88832487309645,0,0
298,182000350,98178,Seattle,287500.0,287500.0,287500.0,142.32673267326732,0,0
288,173000140,98133,Seattle,487000.0,487000.0,487000.0,275.1412429378531,0,0
287,173000036,98133,Seattle,327000.0,327000.0,327000.0,238.68613138686132,0,0
304,191100250,98040,Mercer Island,750000.0,750000.0,750000.0,347.22222222222223,0,0
310,191100672,98040,Mercer Island,1381000.0,1381000.0,1381000.0,437.0253164556962,0,0
311,191100810,98040,Mercer Island,870000.0,870000.0,870000.0,298.96907216494844,0,0
312,191100870,98040,Mercer Island,838400.0,838400.0,838400.0,320.0,0,0
313,191101015,98040,Mercer Island,830000.0,830000.0,830000.0,451.0869565217391,0,0
314,192000120,98056,Renton,320000.0,320000.0,320000.0,216.21621621621622,0,0
307,191100410,98040,Mercer Island,970500.0,970500.0,970500.0,392.914979757085,0,0
315,192300020,98045,North Bend,525000.0,525000.0,525000.0,250.0,0,0
317,192450200,98045,North Bend,319900.0,319900.0,319900.0,280.6140350877193,0,0
318,192450300,98045,North Bend,309950.0,309950.0,309950.0,258.2916666666667,0,0
319,192460060,98045,North Bend,330000.0,330000.0,330000.0,218.5430463576159,0,0
320,192460310,98045,North Bend,269900.0,269900.0,269900.0,236.75438596491227,0,0
321,192600100,98155,Seattle,440000.0,440000.0,440000.0,203.7037037037037,0,0
322,192700080,98022,Enumclaw,312000.0,312000.0,312000.0,150.7246376811594,0,0
323,193300120,98042,Kent,192000.0,192000.0,192000.0,154.83870967741936,0,0
316,192450180,98045,North Bend,335000.0,335000.0,335000.0,293.859649122807,0,0
306,191100405,98040,Mercer Island,1575000.0,1575000.0,1575000.0,461.8768328445748,0,0
305,191100275,98040,Mercer Island,1350000.0,1350000.0,1350000.0,385.7142857142857,0,0
308,191100435,98040,Mercer Island,1600000.0,1600000.0,1600000.0,448.1792717086835,0,0
2601,1238500281,98033,Kirkland,539000.0,539000.0,539000.0,317.05882352941177,0,0
104,91000320,98103,Seattle,393000.0,393000.0,393000.0,401.0204081632653,0,0
325,193600200,98052,Redmond,440000.0,440000.0,440000.0,376.0683760683761,0,0
330,200300210,98028,Kenmore,515000.0,515000.0,515000.0,256.21890547263683,0,0
331,200350070,98072,Woodinville,559900.0,559900.0,559900.0,191.09215017064847,0,0
332,200480020,98033,Kirkland,770000.0,770000.0,770000.0,256.6666666666667,0,0
333,200500410,98011,Bothell,575000.0,575000.0,575000.0,293.3673469387755,0,0
334,200500610,98011,Bothell,571000.0,571000.0,571000.0,219.6153846153846,0,0
345,203100625,98053,Redmond,672000.0,672000.0,672000.0,256.48854961832063,0,0
335,200500680,98011,Bothell,557500.0,557500.0,557500.0,212.78625954198472,0,0
329,194000575,98116,Seattle,455000.0,455000.0,455000.0,339.55223880597015,0,0
337,200510060,98011,Bothell,605000.0,605000.0,605000.0,235.40856031128405,0,0
339,200520120,98011,Bothell,570000.0,570000.0,570000.0,220.0772200772201,0,0
340,200800200,98052,Redmond,595000.0,595000.0,595000.0,290.2439024390244,0,0
341,200800330,98052,Redmond,440000.0,440000.0,440000.0,303.44827586206895,0,0
